编号,名称,助记词,邮编,病人来源
440281102,广东省韶关市乐昌市北乡镇@,gdsszslhqqshjd,512200,本省其他市
440281103,广东省韶关市乐昌市九峰镇@,gdsszsftq,512200,本省其他市
440281104,广东省韶关市乐昌市廊田镇@,gdsszsftqnyjd,512200,本省其他市
440281105,广东省韶关市乐昌市长来镇@,gdsszsftqyljd,512200,本省其他市
440281106,广东省韶关市乐昌市梅花镇@,gdsszsftqftjd,512200,本省其他市
440281107,广东省韶关市乐昌市三溪镇@,gdsszsftqstjd,512200,本省其他市
440281108,广东省韶关市乐昌市坪石镇@,gdsszsftqxmhjd,512200,本省其他市
440281110,广东省韶关市乐昌市黄圃镇@,gdsszsftqmljd,512200,本省其他市
440281111,广东省韶关市乐昌市五山镇@,gdsszsftqlhjd,512200,本省其他市
440281112,广东省韶关市乐昌市两江镇@,gdsszsftqhfjd,512200,本省其他市
440281113,广东省韶关市乐昌市沙坪镇@,gdsszsftqhqbjd,512200,本省其他市
440281114,广东省韶关市乐昌市云岩镇@,gdsszsftqfbjd,512200,本省其他市
440281115,广东省韶关市乐昌市秀水镇@,gdsszsnsq,512200,本省其他市
440281117,广东省韶关市乐昌市大源镇@,gdsszsnsqntjd,512200,本省其他市
440281118,广东省韶关市乐昌市庆云镇@,gdsszsnsqnsjd,512200,本省其他市
440281119,广东省韶关市乐昌市白石镇@,gdsszsnsqshjd,512200,本省其他市
440282000,广东省韶关市南雄市@,gdsszsnsqskjd,512400,本省其他市
440282001,广东省韶关市南雄市雄州街道@,gdsszsnsqzsjd,512400,本省其他市
440282100,广东省韶关市南雄市乌迳镇@,gdsszsnsqyhjd,512400,本省其他市
440282103,广东省韶关市南雄市界址镇@,gdsszsnsqtyjd,512400,本省其他市
440282104,广东省韶关市南雄市坪田镇@,gdsszsnsqxljd,512400,本省其他市
440282105,广东省韶关市南雄市黄坑镇@,gdsszsbaq,512400,本省其他市
440282106,广东省韶关市南雄市邓坊镇@,gdsszsbaqxajd,512400,本省其他市
440282107,广东省韶关市南雄市油山镇@,gdsszsbaqxxjd,512400,本省其他市
440282109,广东省韶关市南雄市南亩镇@,gdsszsbaqfyjd,512400,本省其他市
440282110,广东省韶关市南雄市水口镇@,gdsszsbaqsjjd,512400,本省其他市
440282111,广东省韶关市南雄市江头镇@,gdsszsbaqsgjd,512400,本省其他市
440282112,广东省韶关市南雄市湖口镇@,gdsszsbaqsyjd,512400,本省其他市
440282113,广东省韶关市南雄市珠玑镇@,gdsszsbaqhcjd,512400,本省其他市
440282115,广东省韶关市南雄市主田镇@,gdsszsbaqfhjd,512400,本省其他市
440282116,广东省韶关市南雄市古市镇@,gdsszsbaqxqjd,512400,本省其他市
440282118,广东省韶关市南雄市全安镇@,gdsszsbaqyljd,512400,本省其他市
440282120,广东省韶关市南雄市百顺镇@,gdsszslgq,512400,本省其他市
440282121,广东省韶关市南雄市澜河镇@,gdsszslgqhgjd,512400,本省其他市
440282122,广东省韶关市南雄市帽子峰镇@,gdsszslgqbjjd,512400,本省其他市
440303000,广东省深圳市罗湖区@,gdsszslgqkyjd,518001,本省其他市
440303001,广东省深圳市罗湖区桂园街道@,gdsszslgqdpjd,518001,本省其他市
440303002,广东省深圳市罗湖区黄贝街道@,gdsszslgqnajd,518001,本省其他市
440303003,广东省深圳市罗湖区东门街道@,gdsszslgqphjd,518001,本省其他市
440303004,广东省深圳市罗湖区翠竹街道@,gdsszslgqpdjd,518001,本省其他市
440303005,广东省深圳市罗湖区南湖街道@,gdsszslgqlgjd,518001,本省其他市
440303006,广东省深圳市罗湖区笋岗街道@,gdsszslgqlcjd,518001,本省其他市
440303007,广东省深圳市罗湖区东湖街道@,gdsszslgqbtjd,518001,本省其他市
440303008,广东省深圳市罗湖区莲塘街道@,gdsszslgqnwjd,518001,本省其他市
440303009,广东省深圳市罗湖区东晓街道@,gdsszslgqjhjd,518001,本省其他市
440303010,广东省深圳市罗湖区清水河街道@,gdsszslgqysjd,518001,本省其他市
440304000,广东省深圳市福田区@,gdsszslgqbljd,518000,本省其他市
440304001,广东省深圳市福田区南园街道@,gdsszsytq,518000,本省其他市
440304002,广东省深圳市福田区园岭街道@,gdsszsytqmsjd,518000,本省其他市
440304004,广东省深圳市福田区福田街道@,gdsszsytqytjd,518000,本省其他市
440304005,广东省深圳市福田区沙头街道@,gdsszsytqstjjd,518000,本省其他市
440304006,广东省深圳市福田区香蜜湖街道@,gdsszsytqhsjd,518000,本省其他市
440304007,广东省深圳市福田区梅林街道@,gdsszslhq,518000,本省其他市
440304008,广东省深圳市福田区莲花街道@,gdsszslhqlhjd,518000,本省其他市
440304009,广东省深圳市福田区华富街道@,gdsszslhqdljd,518000,本省其他市
440304010,广东省深圳市福田区华强北街道@,gdsszslhqmzjd,518000,本省其他市
440304011,广东省深圳市福田区福保街道@,gdsszslhqgljd,518000,本省其他市
440305000,广东省深圳市南山区@,gdsszslhqghjd,518000,本省其他市
440305001,广东省深圳市南山区南头街道@,gdsszslhqfcjd,518000,本省其他市
440305002,广东省深圳市南山区南山街道@,gdsszspsq,518000,本省其他市
440305003,广东省深圳市南山区沙河街道@,gdsszspsqpsjd,518000,本省其他市
440305005,广东省深圳市南山区蛇口街道@,gdsszspsqkzjd,518000,本省其他市
440305006,广东省深圳市南山区招商街道@,gdsszspsqmljd,518000,本省其他市
440305007,广东省深圳市南山区粤海街道@,gdsszspsqbljd,518000,本省其他市
440305008,广东省深圳市南山区桃源街道@,gdsszspsqsjjd,518000,本省其他市
440305009,广东省深圳市南山区西丽街道@,gdsszspsqltjd,518000,本省其他市
440306000,广东省深圳市宝安区@,gdsszsgmxq,518100,本省其他市
440306001,广东省深圳市宝安区新安街道@,gdsszsgmxqgmjd,518100,本省其他市
440306003,广东省深圳市宝安区西乡街道@,gdsszsgmxqgmjd,518100,本省其他市
440306004,广东省深圳市宝安区福永街道@,gdsszsgmxqxhjd,518100,本省其他市
440306005,广东省深圳市宝安区沙井街道@,gdsszsgmxqfhjd,518100,本省其他市
440306006,广东省深圳市宝安区松岗街道@,gdsszsgmxqytjd,518100,本省其他市
440306008,广东省深圳市宝安区石岩街道@,gdsszsgmxqmtjd,518100,本省其他市
440306016,广东省深圳市宝安区航城街道@,gdszhsxzq,518100,本省其他市
440306017,广东省深圳市宝安区福海街道@,gdszhsxzqcxjd,518100,本省其他市
440306018,广东省深圳市宝安区新桥街道@,gdszhsxzqmhjd,518100,本省其他市
440306019,广东省深圳市宝安区燕罗街道@,gdszhsxzqqsjd,518100,本省其他市
440307000,广东省深圳市龙岗区@,gdszhsxzqjdjd,518100,本省其他市
440307003,广东省深圳市龙岗区横岗街道@,gdszhsxzqgbjd,518100,本省其他市
440307004,广东省深圳市龙岗区布吉街道@,gdszhsxzqxwjd,518100,本省其他市
440307005,广东省深圳市龙岗区葵涌街道*@,gdszhsxzqssjd,518100,本省其他市
440307006,广东省深圳市龙岗区大鹏街道*@,gdszhsxzqwzjd,518100,本省其他市
440307007,广东省深圳市龙岗区南澳街道*@,gdszhsxzqtjwz,518100,本省其他市
440307008,广东省深圳市龙岗区平湖街道@,gdszhsxzqnpz,518100,本省其他市
440307009,广东省深圳市龙岗区坪地街道@,gdszhsxzqhqz,518100,本省其他市
440307011,广东省深圳市龙岗区龙岗街道@,gdszhsxzqgsz,518100,本省其他市
440307012,广东省深圳市龙岗区龙城街道@,gdszhsxzqdgz,518100,本省其他市
440307013,广东省深圳市龙岗区坂田街道@,gdszhsxzqwsz,518100,本省其他市
440307014,广东省深圳市龙岗区南湾街道@,gdszhsdmq,518100,本省其他市
440307015,广东省深圳市龙岗区吉华街道@,gdszhsdmqbtjd,518100,本省其他市
440307016,广东省深圳市龙岗区园山街道@,gdszhsdmqlzz,518100,本省其他市
440307017,广东省深圳市龙岗区宝龙街道@,gdszhsdmqdmz,518100,本省其他市
440308000,广东省深圳市盐田区@,gdszhsdmqqwz,518000,本省其他市
440308001,广东省深圳市盐田区梅沙街道@,gdszhsdmqbjz,518000,本省其他市
440308002,广东省深圳市盐田区盐田街道@,gdszhsdmqjaz,518000,本省其他市
440308003,广东省深圳市盐田区沙头角街道@,gdszhsjwq,518000,本省其他市
440308004,广东省深圳市盐田区海山街道@,gdszhsjwqszz,518000,本省其他市
440309000,广东省深圳市龙华区@,gdszhsjwqnsz,518000,本省其他市
440309001,广东省深圳市龙华区龙华街道@,gdszhsjwqhqz,518000,本省其他市
440309002,广东省深圳市龙华区大浪街道@,gdszhsjwqpsz,518000,本省其他市
440309003,广东省深圳市龙华区民治街道@,gdsstslhq,518000,本省其他市
440309004,广东省深圳市龙华区观澜街道@,gdsstslhqjxjd,518000,本省其他市
440309005,广东省深圳市龙华区观湖街道@,gdsstslhqlxjd,518000,本省其他市
440309006,广东省深圳市龙华区福城街道@,gdsstslhqotjd,518000,本省其他市
440310000,广东省深圳市坪山区@,gdsstslhqxjjd,518118,本省其他市
440310001,广东省深圳市坪山区坪山街道@,gdsstslhqzcjd,518118,本省其他市
440310002,广东省深圳市坪山区坑梓街道@,gdsstslhqwsz,518118,本省其他市
440310003,广东省深圳市坪山区马峦街道@,gdsstslhqxxz,518118,本省其他市
440310004,广东省深圳市坪山区碧岭街道@,gdsstsjpq,518118,本省其他市
440310005,广东省深圳市坪山区石井街道@,gdsstsjpqghjd,518118,本省其他市
440310006,广东省深圳市坪山区龙田街道@,gdsstsjpqtyjd,518118,本省其他市
440311000,广东省深圳市光明新区@,gdsstsjpqhajd,518107,本省其他市
440311001,广东省深圳市光明新区公明街道@,gdsstsjpqxfjd,518107,本省其他市
440311002,广东省深圳市光明新区光明街道@,gdsstsjpqyxjd,518107,本省其他市
440311003,广东省深圳市光明新区新湖街道@,gdsstsjpqtljd,518107,本省其他市
440311004,广东省深圳市光明新区凤凰街道@,gdsstsjpqtjjd,518107,本省其他市
440311005,广东省深圳市光明新区玉塘街道@,gdsstsjpqwqjd,518107,本省其他市
440311006,广东省深圳市光明新区马田街道@,gdsstsjpqdhjd,518107,本省其他市
440402000,广东省珠海市香洲区@,gdsstsjpqsptjd,519000,本省其他市
440402001,广东省珠海市香洲区翠香街道@,gdsstsjpqdfjd,519099,本省其他市
440402002,广东省珠海市香洲区梅华街道@,gdsstsjpqjsjd,519015,本省其他市
440402003,广东省珠海市香洲区前山街道@,gdsstsjpqjsjd,519070,本省其他市
440402004,广东省珠海市香洲区吉大街道@,gdsstsjpqddjd,519015,本省其他市
440402005,广东省珠海市香洲区拱北街道@,gdsstsjpqgsjd,519020,本省其他市
440402006,广东省珠海市香洲区香湾街道@,gdsstsjpqqsjd,519099,本省其他市
440402007,广东省珠海市香洲区狮山街道@,gdsstsjpqypjd,519099,本省其他市
440402008,广东省珠海市香洲区湾仔街道@,gdsstshjq,519030,本省其他市
440402100,广东省珠海市香洲区唐家湾镇@,gdsstshjqqsjd,519080,本省其他市
440402102,广东省珠海市香洲区南屏镇@,gdsstshjqdhjd,519060,本省其他市
440402104,广东省珠海市香洲区横琴镇@,gdsstshjqmjjd,519031,本省其他市
440402105,广东省珠海市香洲区桂山镇@,gdsstshjqgajd,519006,本省其他市
440402106,广东省珠海市香洲区担杆镇@,gdsstshjqhpjd,519006,本省其他市
440402107,广东省珠海市香洲区万山镇@,gdsstshjqyxjd,519006,本省其他市
440403000,广东省珠海市斗门区@,gdsstshjqbhjd,519100,本省其他市
440403001,广东省珠海市斗门区白藤街道@,gdsstscyq,519199,本省其他市
440403102,广东省珠海市斗门区莲洲镇@,gdsstscyqwgjd,519165,本省其他市
440403103,广东省珠海市斗门区斗门镇@,gdsstscyqcnjd,519110,本省其他市
440403105,广东省珠海市斗门区乾务镇@,gdsstscyqmbjd,519170,本省其他市
440403106,广东省珠海市斗门区白蕉镇@,gdsstscyqjpjd,519125,本省其他市
440403107,广东省珠海市斗门区井岸镇@,gdsstscyqhmz,519199,本省其他市
440404000,广东省珠海市金湾区@,gdsstscyqhpz,519190,本省其他市
440404100,广东省珠海市金湾区三灶镇@,gdsstscyqgyz,519040,本省其他市
440404101,广东省珠海市金湾区南水镇@,gdsstscyqtyz,519050,本省其他市
440404103,广东省珠海市金湾区红旗镇@,gdsstscyqgrz,519090,本省其他市
440404104,广东省珠海市金湾区平沙镇@,gdsstscyqhxz,519055,本省其他市
440507000,广东省汕头市龙湖区@,gdsstscyqxlz,515041,本省其他市
440507001,广东省汕头市龙湖区金霞街道@,gdsstscyqgbz,515041,本省其他市
440507002,广东省汕头市龙湖区龙祥街道@,gdsstscyqjzz,515041,本省其他市
440507003,广东省汕头市龙湖区鸥汀街道@,gdsstscnq,515041,本省其他市
440507004,广东省汕头市龙湖区新津街道@,gdsstscnqxsjd,515041,本省其他市
440507005,广东省汕头市龙湖区珠池街道@,gdsstscnqjdz,515041,本省其他市
440507100,广东省汕头市龙湖区外砂镇@,gdsstscnqltz,515041,本省其他市
440507101,广东省汕头市龙湖区新溪镇@,gdsstscnqctz,515041,本省其他市
440511000,广东省汕头市金平区@,gdsstscnqlgz,515041,本省其他市
440511001,广东省汕头市金平区光华街道@,gdsstscnqlyz,515041,本省其他市
440511002,广东省汕头市金平区同益街道@,gdsstscnqsmpz,515041,本省其他市
440511003,广东省汕头市金平区海安街道@,gdsstscnqcdz,515041,本省其他市
440511004,广东省汕头市金平区新福街道@,gdsstscnqxcz,515041,本省其他市
440511005,广东省汕头市金平区永祥街道@,gdsstscnqhcz,515041,本省其他市
440511006,广东省汕头市金平区鮀莲街道@,gdsstscnqllz,515041,本省其他市
440511007,广东省汕头市金平区鮀江街道@,gdsstschq,515041,本省其他市
440511008,广东省汕头市金平区乌桥街道@,gdsstschqfxjd,515041,本省其他市
440511009,广东省汕头市金平区大华街道@,gdsstschqchjd,515041,本省其他市
440511010,广东省汕头市金平区石炮台街道@,gdsstschqgyjd,515041,本省其他市
440511011,广东省汕头市金平区东方街道@,gdsstschqdlz,515041,本省其他市
440511012,广东省汕头市金平区金厦街道@,gdsstschqyhz,515041,本省其他市
440511013,广东省汕头市金平区金砂街道@,gdsstschqlhz,515041,本省其他市
440511014,广东省汕头市金平区东墩街道@,gdsstschqxnz,515041,本省其他市
440511015,广东省汕头市金平区广厦街道@,gdsstschqldz,515041,本省其他市
440511016,广东省汕头市金平区岐山街道@,gdsstschqlsz,515041,本省其他市
440511017,广东省汕头市金平区月浦街道@,gdsstschqlxz,515041,本省其他市
440512000,广东省汕头市濠江区@,gdsstschqshz,515071,本省其他市
440512001,广东省汕头市濠江区礐石街道@,gdsstsnax,515071,本省其他市
440512002,广东省汕头市濠江区达濠街道@,gdsstsnaxhzz,515071,本省其他市
440512003,广东省汕头市濠江区马滘街道@,gdsstsnaxyaz,515071,本省其他市
440512004,广东省汕头市濠江区广澳街道@,gdsstsnaxsaz,515071,本省其他市
440512005,广东省汕头市濠江区河浦街道@,gdsfssscq,515071,本省其他市
440512006,广东省汕头市濠江区玉新街道@,gdsfssscqzmjd,515071,本省其他市
440512007,广东省汕头市濠江区滨海街道@,gdsfssscqswzjd,515071,本省其他市
440513000,广东省汕头市潮阳区@,gdsfssscqzcjd,515100,本省其他市
440513001,广东省汕头市潮阳区文光街道@,gdsfssscqnzz,515100,本省其他市
440513002,广东省汕头市潮阳区城南街道@,gdsfssnhq,515100,本省其他市
440513003,广东省汕头市潮阳区棉北街道@,gdsfssnhqgcjd,515100,本省其他市
440513004,广东省汕头市潮阳区金浦街道@,gdsfssnhqlsz,515100,本省其他市
440513101,广东省汕头市潮阳区海门镇@,gdsfssnhqjjz,515100,本省其他市
440513102,广东省汕头市潮阳区和平镇@,gdsfssnhqdzz,515100,本省其他市
440513103,广东省汕头市潮阳区贵屿镇@,gdsfssnhqxqz,515100,本省其他市
440513104,广东省汕头市潮阳区铜盂镇@,gdsfssnhqdlz,515100,本省其他市
440513105,广东省汕头市潮阳区谷饶镇@,gdsfssnhqssz,515100,本省其他市
440513106,广东省汕头市潮阳区河溪镇@,gdsfsssdq,515100,本省其他市
440513107,广东省汕头市潮阳区西胪镇@,gdsfsssdqrgjd,515100,本省其他市
440513108,广东省汕头市潮阳区关埠镇@,gdsfsssdqljjd,515100,本省其他市
440513110,广东省汕头市潮阳区金灶镇@,gdsfsssdqlljd,515100,本省其他市
440514000,广东省汕头市潮南区@,gdsfsssdqdljd,515100,本省其他市
440514001,广东省汕头市潮南区峡山街道@,gdsfsssdqccz,515100,本省其他市
440514101,广东省汕头市潮南区井都镇@,gdsfsssdqbjz,515100,本省其他市
440514102,广东省汕头市潮南区陇田镇@,gdsfsssdqlcz,515100,本省其他市
440514104,广东省汕头市潮南区成田镇@,gdsfsssdqljz,515100,本省其他市
440514105,广东省汕头市潮南区胪岗镇@,gdsfsssdqxtz,515100,本省其他市
440514107,广东省汕头市潮南区两英镇@,gdsfsssdqjaz,515100,本省其他市
440514108,广东省汕头市潮南区司马浦镇@,gdsfssssq,515100,本省其他市
440514109,广东省汕头市潮南区陈店镇@,gdsfssssqxnjd,515100,本省其他市
440514111,广东省汕头市潮南区仙城镇@,gdsfssssqydhjd,515100,本省其他市
440514112,广东省汕头市潮南区红场镇@,gdsfssssqdtz,515100,本省其他市
440514113,广东省汕头市潮南区雷岭镇@,gdsfssssqlpz,515100,本省其他市
440515000,广东省汕头市澄海区@,gdsfssssqbnz,515800,本省其他市
440515001,广东省汕头市澄海区凤翔街道@,gdsfssssqlbz,515800,本省其他市
440515002,广东省汕头市澄海区澄华街道@,gdsfssssqnsz,515800,本省其他市
440515003,广东省汕头市澄海区广益街道@,gdsfssgmq,515800,本省其他市
440515101,广东省汕头市澄海区东里镇@,gdsfssgmqhcjd,515800,本省其他市
440515102,广东省汕头市澄海区盐鸿镇@,gdsfssgmqmcz,515800,本省其他市
440515103,广东省汕头市澄海区莲华镇@,gdsfssgmqyhz,515800,本省其他市
440515104,广东省汕头市澄海区溪南镇@,gdsfssgmqghz,515800,本省其他市
440515105,广东省汕头市澄海区隆都镇@,gdsjmspjq,515800,本省其他市
440515106,广东省汕头市澄海区莲上镇@,gdsjmspjqbsjd,515800,本省其他市
440515107,广东省汕头市澄海区莲下镇@,gdsjmspjqcljd,515800,本省其他市
440515108,广东省汕头市澄海区上华镇@,gdsjmspjqhsjd,515800,本省其他市
440523000,广东省汕头市南澳县@,gdsjmspjqhtz,515900,本省其他市
440523101,广东省汕头市南澳县后宅镇@,gdsjmspjqdrz,515900,本省其他市
440523102,广东省汕头市南澳县云澳镇@,gdsjmspjqtxz,515900,本省其他市
440523103,广东省汕头市南澳县深澳镇@,gdsjmsjhq,515900,本省其他市
440604000,广东省佛山市禅城区@,gdsjmsjhqjnjd,528000,本省其他市
440604001,广东省佛山市禅城区祖庙街道@,gdsjmsjhqwhjd,528000,本省其他市
440604002,广东省佛山市禅城区石湾镇街道@,gdsjmsjhqlljd,528000,本省其他市
440604003,广东省佛山市禅城区张槎街道@,gdsjmsxhq,528000,本省其他市
440604100,广东省佛山市禅城区南庄镇@,gdsjmsxhqhcjd,528000,本省其他市
440605000,广东省佛山市南海区@,gdsjmsxhqdzz,528200,本省其他市
440605001,广东省佛山市南海区桂城街道@,gdsjmsxhqsqz,528200,本省其他市
440605100,广东省佛山市南海区里水镇@,gdsjmsxhqsdz,528200,本省其他市
440605101,广东省佛山市南海区九江镇@,gdsjmsxhqgjz,528200,本省其他市
440605102,广东省佛山市南海区丹灶镇@,gdsjmsxhqsjz,528200,本省其他市
440605104,广东省佛山市南海区西樵镇@,gdsjmsxhqmzz,528200,本省其他市
440605105,广东省佛山市南海区大沥镇@,gdsjmsxhqdaz,528200,本省其他市
440605106,广东省佛山市南海区狮山镇@,gdsjmsxhqlkz,528200,本省其他市
440606000,广东省佛山市顺德区@,gdsjmsxhqssz,528300,本省其他市
440606001,广东省佛山市顺德区容桂街道@,gdsjmsxhqymz,528300,本省其他市
440606002,广东省佛山市顺德区伦教街道@,gdsjmstss,528300,本省其他市
440606003,广东省佛山市顺德区勒流街道@,gdsjmstsstcjd,528300,本省其他市
440606004,广东省佛山市顺德区大良街道@,gdsjmstssdjz,528300,本省其他市
440606100,广东省佛山市顺德区陈村镇@,gdsjmstsssbz,528300,本省其他市
440606101,广东省佛山市顺德区北滘镇@,gdsjmstsssjz,528300,本省其他市
440606102,广东省佛山市顺德区乐从镇@,gdsjmstssbsz,528300,本省其他市
440606103,广东省佛山市顺德区龙江镇@,gdsjmstssshz,528300,本省其他市
440606104,广东省佛山市顺德区杏坛镇@,gdsjmstssclz,528300,本省其他市
440606105,广东省佛山市顺德区均安镇@,gdsjmstssdsz,528300,本省其他市
440607000,广东省佛山市三水区@,gdsjmstssdhz,528100,本省其他市
440607001,广东省佛山市三水区西南街道@,gdsjmstsscxz,528100,本省其他市
440607004,广东省佛山市三水区云东海街道@,gdsjmstssdfz,528100,本省其他市
440607101,广东省佛山市三水区大塘镇@,gdsjmstssghz,528100,本省其他市
440607103,广东省佛山市三水区乐平镇@,gdsjmstsshyz,528100,本省其他市
440607104,广东省佛山市三水区白坭镇@,gdsjmstsswcz,528100,本省其他市
440607105,广东省佛山市三水区芦苞镇@,gdsjmstsssjz,528100,本省其他市
440607106,广东省佛山市三水区南山镇@,gdsjmstssbdz,528100,本省其他市
440608000,广东省佛山市高明区@,gdsjmstsscdz,528500,本省其他市
440608001,广东省佛山市高明区荷城街道@,gdsjmskps,528500,本省其他市
440608103,广东省佛山市高明区明城镇@,gdsjmskpssbjd,528500,本省其他市
440608107,广东省佛山市高明区杨和镇@,gdsjmskpszsjd,528500,本省其他市
440608108,广东省佛山市高明区更合镇@,gdsjmskpsysz,528500,本省其他市
440703000,广东省江门市蓬江区@,gdsjmskpsskz,529000,本省其他市
440703002,广东省江门市蓬江区白沙街道@,gdsjmskpsstz,529000,本省其他市
440703005,广东省江门市蓬江区潮连街道@,gdsjmskpsccz,529000,本省其他市
440703006,广东省江门市蓬江区环市街道@,gdsjmskpslsz,529000,本省其他市
440703101,广东省江门市蓬江区荷塘镇@,gdsjmskpsdsz,529000,本省其他市
440703102,广东省江门市蓬江区杜阮镇@,gdsjmskpsmgz,529000,本省其他市
440703103,广东省江门市蓬江区棠下镇@,gdsjmskpstkz,529000,本省其他市
440704000,广东省江门市江海区@,gdsjmskpsckz,529000,本省其他市
440704001,广东省江门市江海区江南街道@,gdsjmskpsbhz,529000,本省其他市
440704004,广东省江门市江海区外海街道@,gdsjmskpsxgz,529000,本省其他市
440704005,广东省江门市江海区礼乐街道@,gdsjmskpsjjz,529000,本省其他市
440705000,广东省江门市新会区@,gdsjmskpscsz,529100,本省其他市
440705001,广东省江门市新会区会城街道@,gdsjmshss,529100,本省其他市
440705101,广东省江门市新会区大泽镇@,gdsjmshssspjd,529100,本省其他市
440705103,广东省江门市新会区司前镇@,gdsjmshsslkz,529100,本省其他市
440705110,广东省江门市新会区沙堆镇@,gdsjmshssyyz,529100,本省其他市
440705111,广东省江门市新会区古井镇@,gdsjmshssglz,529100,本省其他市
440705112,广东省江门市新会区三江镇@,gdsjmshsstyz,529100,本省其他市
440705113,广东省江门市新会区睦洲镇@,gdsjmshsshcz,529100,本省其他市
440705114,广东省江门市新会区大鳌镇@,gdsjmshssghz,529100,本省其他市
440705119,广东省江门市新会区罗坑镇@,gdsjmshsszsz,529100,本省其他市
440705120,广东省江门市新会区双水镇@,gdsjmshsszwz,529100,本省其他市
440705121,广东省江门市新会区崖门镇@,gdsjmshssshz,529100,本省其他市
440781000,广东省江门市台山市@,gdsjmseps,529200,本省其他市
440781001,广东省江门市台山市台城街道@,gdsjmsepsecjd,529200,本省其他市
440781101,广东省江门市台山市大江镇@,gdsjmsepshpz,529200,本省其他市
440781102,广东省江门市台山市水步镇@,gdsjmsepsstz,529200,本省其他市
440781103,广东省江门市台山市四九镇@,gdsjmsepslxz,529200,本省其他市
440781105,广东省江门市台山市白沙镇@,gdsjmsepsshz,529200,本省其他市
